DOI,Journal,Pub_year,StudyID,Species,Species_common,Phylum,Class,Order,Family,Genus,CohortID,Exp_groupID,Con_groupID,Data_source,Data_file,Comparisons,Con_Mean,Con_SE,Con_SD,Con_N,Exp_Mean,Exp_SE,Exp_SD,Exp_N
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Fig1b,Reiter_1984_fig1b,1200: continual light vs. light and darkness,0.071002,0.037742,0.092448,6,0.116292,0.017613,0.043142,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Fig1b,Reiter_1984_fig1b,1600: continual light vs. light and darkness,0.071002,0.030193,0.073958,6,0.141453,0.045290,0.110937,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Fig1b,Reiter_1984_fig1b,2000: continual light vs. light and darkness,0.058422,0.040258,0.098611,6,0.128873,0.050322,0.123263,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Fig1b,Reiter_1984_fig1b,2400: continual light vs. light and darkness,1.054799,0.171095,0.419095,6,0.174163,0.055354,0.135590,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Fig1b,Reiter_1984_fig1b,0400: continual light vs. light and darkness,1.341634,0.211353,0.517706,6,0.088615,0.045290,0.110937,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Fig1b,Reiter_1984_fig1b,0800: continual light vs. light and darkness,0.083583,0.030193,0.073958,6,0.020680,0.037742,0.092448,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,0800: continual light vs. light and darkness,1.760419,0.203722,0.499015,6,1.536659,0.113550,0.278139,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,1200: continual light vs. light and darkness,1.783797,0.140268,0.343584,6,1.730361,0.100191,0.245417,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,1600: continual light vs. light and darkness,1.823873,0.106870,0.261778,6,1.710323,0.126909,0.310862,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,2000: continual light vs. light and darkness,1.623491,0.066794,0.163611,6,1.543338,0.080153,0.196334,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,2400: continual light vs. light and darkness,1.717003,0.093512,0.229056,6,1.556697,0.080153,0.196334,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,0400: continual light vs. light and darkness,1.757079,0.093512,0.229056,6,1.650209,0.080153,0.196334,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp2,Con2,Fig1c,Reiter_1984_fig1c,0800: continual light vs. light and darkness,1.810514,0.140268,0.343584,6,1.509941,0.086832,0.212695,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,0800: continual light vs. light and darkness,575.711330,200.382169,490.834067,6,415.405595,160.305735,392.667254,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,1200: continual light vs. light and darkness,348.611539,106.870490,261.778169,6,695.940631,227.099791,556.278610,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,1600: continual light vs. light and darkness,502.237868,120.229301,294.500440,6,802.811121,427.481960,1047.112677,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,2000: continual light vs. light and darkness,695.940631,213.740980,523.556338,6,1283.728327,173.664546,425.389525,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,2400: continual light vs. light and darkness,4396.331350,667.940563,1636.113558,6,1377.240005,173.664546,425.389525,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,0400: continual light vs. light and darkness,2339.074416,601.146507,1472.502202,6,321.893916,146.946924,359.944983,6
10.1159/000124004,Neuroendocrinology,1984,Reiter_1984,Spermophilus richardsonii,Ground squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp3,Con3,Fig1d,Reiter_1984_fig1d,0800: continual light vs. light and darkness,575.711330,173.664546,425.389525,6,402.046784,93.511679,229.055898,6
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Reiter_1983_fig1,Reiter_1983_fig1_top_panel,Laboratory: light exposed vs. dark exposed,261.806982,46.201232,122.236970,7,87.268994,30.800821,81.491313,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Reiter_1983_fig1,Reiter_1983_fig1_top_panel,Laboratory: light exposed vs. dark exposed,718.685832,56.468172,149.400741,7,107.802875,35.934292,95.073199,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Reiter_1983_fig1,Reiter_1983_fig1_top_panel,Laboratory: light exposed vs. dark exposed,1042.094456,112.936345,298.801483,7,138.603696,51.334702,135.818856,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Reiter_1983_fig1,Reiter_1983_fig1_top_panel,Laboratory: light exposed vs. dark exposed,528.747433,61.601643,162.982627,7,123.203285,46.201232,122.236970,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Reiter_1983_fig1,Reiter_1983_fig1_top_panel,Laboratory: light exposed vs. dark exposed,261.806982,66.735113,176.564513,7,102.669405,41.067762,108.655085,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh1,Exp1,Con1,Reiter_1983_fig1,Reiter_1983_fig1_top_panel,Laboratory: light exposed vs. dark exposed,56.468172,30.800821,81.491313,7,92.402464,35.934292,95.073199,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh2,Exp2,Con2,Reiter_1983_fig1,Reiter_1983_fig1_bottom_panel,Wild: light exposed vs. dark exposed,537.428571,66.857143,176.887373,7,666.000000,84.857143,224.510897,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh2,Exp2,Con2,Reiter_1983_fig1,Reiter_1983_fig1_bottom_panel,Wild: light exposed vs. dark exposed,491.142857,72.000000,190.494094,7,429.428571,59.142857,156.477292,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh2,Exp2,Con2,Reiter_1983_fig1,Reiter_1983_fig1_bottom_panel,Wild: light exposed vs. dark exposed,537.428571,43.714286,115.657129,7,581.142857,84.857143,224.510897,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh2,Exp2,Con2,Reiter_1983_fig1,Reiter_1983_fig1_bottom_panel,Wild: light exposed vs. dark exposed,671.142857,87.428571,231.314258,7,686.571429,82.285714,217.707537,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh2,Exp2,Con2,Reiter_1983_fig1,Reiter_1983_fig1_bottom_panel,Wild: light exposed vs. dark exposed,619.714286,56.571429,149.673931,7,640.285714,92.571429,244.920979,7
10.1016/0024-3205(83)90353-3,Life Sciences,1983,Reiter_1983a,Spermophilus tridecemlineatus,Ground squirrels ,Chordata,Mammalia,Rodentia,Sciuridae,Spermophilus,Coh2,Exp2,Con2,Reiter_1983_fig1,Reiter_1983_fig1_bottom_panel,Wild: light exposed vs. dark exposed,218.571429,30.857143,81.640326,7,156.857143,33.428571,88.443687,7
10.1007/s007020050066,Journal of Neural Transmission ,1998,Shavali_1998,Funambulus pennanti,Indian palm squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Coh1,Exp1,Con1,Fig1,Shavali_1998_Fig1,LD24:0 vs natural daylength,7.215686,0.392157,0.960584,6,6.235294,0.313726,0.768467,6
10.1007/s007020050066,Journal of Neural Transmission ,1998,Shavali_1998,Funambulus pennanti,Indian palm squirrel,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Coh2,Exp1,Con1,Fig1,Shavali_1998_Fig1,LD24:0 vs natural daylength(pinealectomy),10.823529,1.019608,2.497519,6,11.058824,0.980392,2.401461,6
10.1530/jrf.0.1180295,Reproduction,2000,Bishnupuri_2000,Funambulus pennanti ,Indian palm squirrel ,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Coh1,Exp1,Con1,Fig6,Bishnupuri_2000_Fig6 ,LD24:0 vs natural daylength,193.734015,7.992328,19.577124,6,170.716113,7.033248,17.227869,6
10.1530/jrf.0.1180295,Reproduction,2000,Bishnupuri_2000,Funambulus pennanti ,Indian palm squirrel ,Chordata,Mammalia,Rodentia,Sciuridae,Funambulus,Coh1,Exp3,Con1,Fig6,Bishnupuri_2000_Fig6 ,LD14:10 vs natural daylength,193.734015,7.992328,19.577124,6,198.209719,7.992327,19.577124,6
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp1,Con1,Fig3,Iigo_2003_Fig3,LD 12:12 vs.LD 15:9,120.187793,14.084507,31.493915,5,74.013158,11.513158,25.744204,5
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp1,Con1,Fig3,Iigo_2003_Fig3,LD 12:12 vs.LD 15:9,332.394366,40.375587,90.282557,5,171.052632,30.427632,68.038253,5
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp1,Con1,Fig3,Iigo_2003_Fig3,LD 12:12 vs.LD 15:9,313.615024,45.070423,100.780529,5,218.750000,19.736842,44.132921,5
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp1,Con1,Fig3,Iigo_2003_Fig3,LD 12:12 vs.LD 15:9,225.352113,17.840376,39.892293,5,192.434211,28.782895,64.360509,5
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp1,Con1,Fig3,Iigo_2003_Fig3,LD 12:12 vs.LD 15:9,120.187793,5.633803,12.597566,5,44.407895,4.934211,11.033230,5
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp1,Con1,Fig3,Iigo_2003_Fig3,LD 12:12 vs.LD 15:9,105.164319,12.206573,27.294726,5,46.052632,5.756579,12.872102,5
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp5,Con5,Fig7,Iigo_2003_Fig7,0.13lux vs 0lux,365.100671,32.214765,85.232257,7,279.194631,18.791946,49.718817,7
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp5,Con5,Fig7,Iigo_2003_Fig7,1.3lux vs 0lux,365.100671,32.214765,85.232257,7,131.543624,13.422819,35.513440,7
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp5,Con5,Fig7,Iigo_2003_Fig7,13lux vs 0lux,365.100671,32.214765,85.232257,7,128.859060,18.791946,49.718817,7
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp5,Con5,Fig7,Iigo_2003_Fig7,130lux vs 0lux,365.100671,32.214765,85.232257,7,96.644295,10.738255,28.410752,7
10.1016/s0016-6480(03)00168-0,General and Comparative Endocrinology,2003,Iigo_2003,Halichoeres tenuispinnis,labrid teleost ,Chordata,Osteichthyes,Perciformes,Labridae,Halichoeres,Coh1,Exp5,Con5,Fig7,Iigo_2003_Fig7,1300lux vs 0lux,365.100671,32.214765,85.232257,7,91.275168,8.053691,21.308064,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh1,Exp1,Con1,Fig4,Panshikar_2009_Fig4,"24h vs 10h,male",109.615385,7.692308,20.351933,7,7.692308,0.346154,0.915837,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh1,Exp2,Con1,Fig4,Panshikar_2009_Fig4,"16h vs 10h,male",109.615385,7.692308,20.351933,7,30.769231,11.884615,31.443737,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh1,Exp3,Con1,Fig4,Panshikar_2009_Fig4,"14h vs 10h,male",109.615385,7.692308,20.351933,7,50.000000,21.500000,56.883653,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh1,Exp4,Con1,Fig4,Panshikar_2009_Fig4,"12h vs 10h,male",109.615385,7.692308,20.351933,7,90.384615,41.692308,110.307478,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh2,Exp1,Con1,Fig4,Panshikar_2009_Fig4,"24h vs 10h,female",119.230769,2.884615,7.631975,7,200.000000,6.730769,17.807942,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh2,Exp2,Con1,Fig4,Panshikar_2009_Fig4,"16h vs 10h,female",119.230769,2.884615,7.631975,7,65.384615,1.923077,5.087983,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh2,Exp3,Con1,Fig4,Panshikar_2009_Fig4,"14h vs 10h,female",119.230769,2.884615,7.631975,7,130.769231,3.846154,10.175967,7
10.1080/09291010701875328,Biological Rhythm Research,2009,Panshikar_2009,Perdicula asiatica ,Indian Jungle Bush Quail ,Chordata,Aves,Galliformes,Phasianidae,Perdicula,Coh2,Exp4,Con1,Fig4,Panshikar_2009_Fig4,"12h vs 10h,female",119.230769,2.884615,7.631975,7,11.538462,1.923077,5.087983,7
10.1016/j.envpol.2019.113278,,2019,Renthlei_2019,Passer montanus,tree sparrows ,Chordata,Aves,Passeriformes,Passeridae,Passer,Coh1,Exp1,Con1,Fig2,Renthlei_2019_Fig2,urban and rural habitats （ZT01）,26.431718,6.607930,14.775780,5,37.004405,5.947137,13.298202,5
10.1016/j.envpol.2019.113278,,2019,Renthlei_2019,Passer montanus,tree sparrows ,Chordata,Aves,Passeriformes,Passeridae,Passer,Coh1,Exp1,Con1,Fig2,Renthlei_2019_Fig2,urban and rural habitats （ZT05）,26.431718,7.268722,16.253358,5,50.220264,15.198238,33.984293,5
10.1016/j.envpol.2019.113278,,2019,Renthlei_2019,Passer montanus,tree sparrows ,Chordata,Aves,Passeriformes,Passeridae,Passer,Coh1,Exp1,Con1,Fig2,Renthlei_2019_Fig2,urban and rural habitats （ZT09）,43.612335,8.590308,19.208513,5,60.792952,13.876652,31.029137,5
10.1016/j.envpol.2019.113278,,2019,Renthlei_2019,Passer montanus,tree sparrows ,Chordata,Aves,Passeriformes,Passeridae,Passer,Coh1,Exp1,Con1,Fig2,Renthlei_2019_Fig2,urban and rural habitats （ZT13）,235.242291,19.162996,42.849761,5,66.079295,16.519824,36.939449,5
10.1016/j.envpol.2019.113278,,2019,Renthlei_2019,Passer montanus,tree sparrows ,Chordata,Aves,Passeriformes,Passeridae,Passer,Coh1,Exp1,Con1,Fig2,Renthlei_2019_Fig2,urban and rural habitats （ZT17）,292.070485,11.894273,26.596403,5,192.951542,6.607930,14.775780,5
10.1016/j.envpol.2019.113278,,2019,Renthlei_2019,Passer montanus,tree sparrows ,Chordata,Aves,Passeriformes,Passeridae,Passer,Coh1,Exp1,Con1,Fig2,Renthlei_2019_Fig2,urban and rural habitats （ZT21）,288.105727,9.251101,20.686091,5,222.026432,31.057269,69.446164,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp1,Con1,Fig2,Kumar_2021_Fig2,Early night LAN（ZT08-ZT12）vs DL8:16（ZT04）,12.068966,3.448276,7.710579,5,13.005780,4.335260,9.693936,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp1,Con1,Fig2,Kumar_2021_Fig2,Early night LAN（ZT08-ZT12）vs DL8:16（ZT10）,41.379310,6.896552,15.421158,5,16.473988,3.901734,8.724543,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp1,Con1,Fig2,Kumar_2021_Fig2,Early night LAN（ZT08-ZT12）vs DL8:16（ZT16）,95.689655,21.120690,47.227298,5,95.375723,24.277457,54.286043,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp1,Con1,Fig2,Kumar_2021_Fig2,Early night LAN（ZT08-ZT12）vs DL8:16（ZT22）,104.310345,24.568966,54.937877,5,104.046243,24.710983,55.255437,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp2,Con1,Fig2,Kumar_2021_Fig2,Mid night LAN（ZT12-ZT16）vs DL8:16（ZT04）,12.068966,3.448276,7.710579,5,7.671063,3.770950,8.432100,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp2,Con1,Fig2,Kumar_2021_Fig2,Mid night LAN（ZT12-ZT16）vs DL8:16（ZT10）,41.379310,6.896552,15.421158,5,28.000168,4.608939,10.305900,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp2,Con1,Fig2,Kumar_2021_Fig2,Mid night LAN（ZT12-ZT16）vs DL8:16（ZT16）,95.689655,21.120690,47.227298,5,14.809720,4.189944,9.369000,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp2,Con1,Fig2,Kumar_2021_Fig2,Mid night LAN（ZT12-ZT16）vs DL8:16（ZT22）,104.310345,24.568966,54.937877,5,51.898601,18.016760,40.286700,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp3,Con1,Fig2,Kumar_2021_Fig2,Late night LAN（ZT20-ZT00）vs DL8:16（ZT04）,12.068966,3.448276,7.710579,5,12.784091,3.835227,8.575829,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp3,Con1,Fig2,Kumar_2021_Fig2,Late night LAN（ZT20-ZT00）vs DL8:16（ZT10）,41.379310,6.896552,15.421158,5,41.761364,6.392045,14.293048,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp3,Con1,Fig2,Kumar_2021_Fig2,Late night LAN（ZT20-ZT00）vs DL8:16（ZT16）,95.689655,21.120690,47.227298,5,77.556818,14.488636,32.397576,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp3,Con1,Fig2,Kumar_2021_Fig2,Late night LAN（ZT20-ZT00）vs DL8:16（ZT22）,104.310345,24.568966,54.937877,5,35.795455,7.244318,16.198788,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp4,Con1,Fig2,Kumar_2021_Fig2,All night LAN（ZT08-ZT00）vs DL8:16（ZT04）,12.068966,3.448276,7.710579,5,17.469566,4.608939,10.305900,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp4,Con1,Fig2,Kumar_2021_Fig2,All night LAN（ZT08-ZT00）vs DL8:16（ZT10）,41.379310,6.896552,15.421158,5,13.898733,4.189944,9.369000,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp4,Con1,Fig2,Kumar_2021_Fig2,All night LAN（ZT08-ZT00）vs DL8:16（ZT16）,95.689655,21.120690,47.227298,5,16.193821,4.189944,9.369000,5
10.3389/fevo.2021.751072 ,Frontiers in Ecology and Evolution,2021,Kumar_2021,Emberiza bruniceps,Redheaded Bunting,Chordata,Aves,Passeriformes,Fringillidae,Emberiza,Coh1,Exp4,Con1,Fig2,Kumar_2021_Fig2,All night LAN（ZT08-ZT00）vs DL8:16（ZT22）,104.310345,24.568966,54.937877,5,31.899858,5.446927,12.179700,5
10.1242/jeb.239350 ,Journal of Experimental Biology,2021,Ziegler_2021,Parus major ,Great Tits ,Chordata,Aves,Passeriformes,Paridae,Parus,Coh1,Exp1,Con1,Fig1,Ziegler_2021_Fig1,ALAN vs Dark-night,334.315720,36.442117,257.684679,50,165.543866,18.077585,127.827833,50
,,2013,Dominoni_2013a,Turdus merula ,European blackbirds ,Chordata,Aves,Passeriformes,Turdidae,Turdus,Coh1,Exp1,Con1,Fig1,Dominoni_2013_Chapter5_Fig1,rural habitats （ZT12），0.3lux vs 0.0001lux,1.240385,0.139423,0.440894,10,1.326923,0.149038,0.471301,10
